Order ID	Job ID	Job Name	Job Description	Proof Image URL

10675	539	SuperMega Foxy	Small girl's white
10714	542	Revolution Jerseys	""
10816	551	Bombsquad January 2011	""
11095	558	Warm-up Jacket	Augusta Sportswear 4410 Navy
11095	560	Golf Polo	Badger 3345  Navy
11095	561	J. America - Sport Lace Hooded Sweatshirt	Navy
11242	582	XL Elysium Hoody for Kimmecka	Ash gray  XL pullover. Kimmecka
11481	603	Unit Circle Tees	""
11510	604	Habitat  Round 2	Gold shirts. Michael has art from previous order.
11686	622	GEO Children's Shirts	Onesies  Toddler  and Youth tees of various sizes.
11716	627	Johnna UPS Bill	Ground (4 days shipping) to Jackson  WY. Arrives Tuesday  2/1/11
11717	630	Where's Pomme Koch?	"We would like a ""violet"" shirt with the words ""Where's Pomme Koch?"" and if possible the attached picture of Waldo on the front.  On the right sleeve we would like ""bbc"" in lowercase letters.  On the left sleeve we would like a speech bubble with ""QUACK!"" in all caps."
11985	643	Cougars/Revolution Bill	""
11995	644	Marty's Tie-dye Volleyball Shirts	Blank shirts.
11996	645	ad	ad
11083	650	Renee  Bridesmaid	Gildan sky blue  XL
12090	655	Mr Johns 'Exceeds Expectation' Bowling Shirts	""
12149	664	Men's	Slate American Apparel men's shirt with logo on front (no black square).
12149	665	Women's	Slate American Apparel women's shirt with inverse of logo on front (black square with negative space).
12256	668	Valentines Day Puppy Tee	""
12255	669	Sweatpants	Black open-cuffed sweatpants with number on hip.
12502	704	Graphic Design	Graphic Design @ $30/hr
12537	710	Blank Royal Polos	""
12845	718	Haley's Sweats	""
12938	729	TOPS	TOPS: AmApp F497 Sea Blue tops and Navy Jerzees Quarter zips....
13080	743	Doan 6000	""
13083	744	East MS Mathcounts State	""
13190	755	University Ann Arbor	Gray Gildan 2000 t-shirts and Gray American Apparel Women's t-shirts.
13072	765	White Ink	""
13354	775	Starship Items	""
13364	776	Hockey Tournament Shirts	Hockey Tournament Shirts
13585	791	Blank shirts.	""
13593	794	Starship Bad Ass Design	80 shirts  Black Starship logo
13593	795	Starship Large Logo	100 Shirts  Large Starship Logo on them
13593	796	AVPM Characters	41 tees  white shirts
13636	801	1 Additional Bombsquad Shirt	Heliconia shirt #7 in a large.
13643	802	Pillow Case for Anthony	Happy B-Day  Aunt Deb!
13662	807	UT Law (not alumni)	Pullover  Short Sleeves  and Long Sleeves in various colors.
13679	811	Cancer Support Community of Greater Ann Arbor	Athletic gray tri-blend shirts in men's and women's.
13859	826	Bluffton University	""
13863	827	Party Bus Freakaleeks	See Order comments for Verbiage on Shirts
13866	828	High Five for Film Incentives	Direct to Garment Print the High Five T-shirt Design (Front and Back) for a PSA
13873	830	Huron High Dance Marathon 2011	""
13875	831	Kiss Me I	""
13876	832	Kiss Me I'm 21	"""Kiss Me I'm 21"""
13908	841	It's A Trap	""
13915	842	Tony Phillips Controller	""
13919	843	MSA Hoodies	""
13927	846	Michigan Persians Spring 2011	""
13929	847	Michigan Variety Hoodies 2011	""
13936	848	MCAD Hoodies	""	http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/5/Jim-Mandl-MCAD-HOODIES.jpg
13966	849	ESA	""
13968	850	White Water Polo	""
13993	853	The Team 2011	""
14033	854	Sleeveless Number Shirts	""
14034	855	Kid's Gotta Play	""
14187	860	KbyMe Samples	3 blanks: Next Level Princess Tees
14299	868	Drink Michigan Tees	""
14304	870	Jerry's Sister's Stuff	Medium black 3300L. Small AmApp F497 Black.
14315	874	DMUM	Next Level Apparel V-necks. Gray.
14378	893	Core Hoodies	""	http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/13/cathy_cau_core_hoodies.gif
14403	895	Doodle Jersey	1-orange Jersey
14404	896	TJR Horror Glow	""
14404	897	TJR Boa V-Neck	""
14412	900	Adam L's hoodie	""
14414	901	India vs Pakistan	""
14416	902	1 5T Light Pink Outdoor Wonders Shirt	1 5T Light Pink Outdoor Wonders Shirt
14553	907	FR(delta)T Tanks	""	http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/25/ashley_comras_fr_delta_t.gif
14606	911	Spring Break Bahama's	""
14606	912	Comedy	""
14609	914	We've Got The Runs	""
14666	931	Blank Print	""
14700	939	Karthik	""
14707	943	I <3 APU	""
14714	945	Baker Strategy Nike Polos	""
14757	954	Figure Skating Follow Up Hoodie and V-Neck	""
14879	956	BLSA License Plate Shirts	""
14890	959	Tony Phillips for Controller	""
14896	961	MCAD Hoodie	""
14904	964	Hideaway Shirts 2011	""
14915	970	STATE	Forest Green Flex Fleece Medium
15240	1018	Alarm Clock	""
15248	1021	Final Japan Fundraiser Tees	""
15249	1022	Pitches Be Crazy	""
15287	1027	Ross Football Club	"Crest is 3"" tall  Front number is 4"" tall  Back number is 8"" tall  back name is 2"" tall. Font for numbers is Phantom. Font for names is  Hercules."
15291	1030	All Three Lines	All three lines of text
15291	1031	"No ""QUE-10-IAL"""	"On XL. Add ""Steel-Que"" underneath first two lines."
15379	1040	yellow tees	""
15567	1058	Blank white shirts.	Blank white shirts.
15602	1060	T-shirt Print	"8"" front logo. 12"" back Logo"
15563	1061	TJR Boa V	""
15563	1062	TJR Horror Glow	""
15638	1066	Blank Hoodies for Mackenzie	blank hoodies.
15639	1067	Starship Block Logo Tees	""
15639	1068	Starship Bad Ass Design	""
15653	1076	CIA-Solutions	""
15702	1088	Finally 21	""	http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/27/front.jpg
15730	1090	Shipping Charge	Shipping Charge
15733	1092	Allegra Card Stock	Card stock prints.
15736	1093	Bike Michigan	""	http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/29/nicole_richards_bike_michigan.jpg
15738	1094	Pitch Slap Follow Up	""
15866	1105	Starship Block Logo Tees	""
15891	1106	Christine	1 women's medium white shirt
15891	1107	Fergeson	"1 womens medium
1 mens xxL"
15891	1108	Star Wars	AA Tri-blend gray with two sided print.
15891	1110	Supernatural Characters	"1 L  1 XL  2 womens medium  1 XXL.........white shirts  art titled ""monsters-layout.jpg"""
15891	1111	Supernatural Green	supernatural-art.jpg . 1 XXL ice gray Gildan.
15891	1112	Supernatural Exploding Logo	supernatural-2-art.jpg.
15891	1113	Rally Sanity	Two Sided Print. rallfront-art.jpg  rally-back-art.jpg. White shirts.
15891	1114	I Want to Believe	believe-art.jpg. Ice Gray Gildan. AmApp girls.
15891	1115	Villen	villen-art.jpg.... Gildan Ice Gray  Am App girls
15937	1122	Boston University Shakespeare Society	White American Apparel crew and v-neck t-shirts.
15952	1126	Obscura Day T-shirt Bill	Various shirts and hoodies  shipped nationally and internationally
15993	1132	Cannoisseur Collective	Cannoisseur Collective print on chest.
15993	1133	Tahoe & Logo T	Tahoe & Logo T print on full chest
15993	1134	Bubble & Logo	Bubble & Logo print on chest
15993	1135	Concentrate King	Concentrate King Print on chest
16596	1146	You Sneaky Bitch	2 heather v-necks
16841	1148	Hoedown T-shirts	""
16872	1153	Purple Hash Bandanas	""
16956	1155	Hawks Invitational	Hawks Invitational Shirts and Transfers
16986	1165	Numbered Soccer Jerseys	""
17000	1167	Bark for Life	""
17209	1177	Hillcrest Sod Farms	7495 Green (on shelf) + Medium Brown (XOLB-805)
17217	1178	Gold Shirts	""
17217	1179	Blue Shirts	""
17217	1180	Red Shirts	""
17397	1184	Bumblepuck CC Jerseys	""
17541	1191	Tennis Order	Quarter-zip pullovers and sweatpants
17545	1192	Front and Back Print	front:Romulus Alumni Softball Game back: Main Design
17545	1193	Back Only	Main print on back only
17545	1194	Front Only	Main print on front only
17766	1201	Yaktopia Yaks Pink	""
17933	1207	TAPE OFF WHITE SCREEN	"Tape off ""LUCAS PAUL BAND on WHITE SCREEN"
17933	1208	TAPE OFF BLACK SCREEN	"Tape off ""LUCAS PAUL BAND"" on BLACK SCREEN"
18048	1221	FOND Order 6	""
18052	1222	Screen Kit for Katie	One custom burnt screen  one small tub of black ink  one small tub of screenwash  and a squeegee.
18083	1226	CVC	""
18149	1230	PE20 Logo: Black Ink	Violet G5000 tees and Maroon G5000 tees.
18149	1231	PE20 Logo: Gray Ink	Black G5000 shirt and Sky Blue 64000L t-shirt
18149	1232	E2000 Robot: Black Print	G5000 Charcoal and G5000 Sky
18154	1234	Rachel's Big StarKid Order	1 custom shirt + various StarKid stuff.
18396	1245	Throw some D's On It	""
18398	1246	Eddie Money Tees	""
18431	1249	Marching T-Birds (Black on White)	""
18431	1248	Marching T-Birds (White on Black)	""
18550	1267	SCS SK8	""
18549	1272	Navy Print on thigh	""
18606	1274	Two Follow Up Shirts	Two more Gaines Shirts
18989	1288	a	a
19080	1297	Gray Shirts	Gray design
19096	1305	Choice Schools	HANG ON TO SCREENS!!!
19592	1329	Dog Shirt	Dog Shirt
19633	1330	Saline Soccer district Champions	""
19701	1332	Independence Day Fest 2011	""
19717	1333	YMCMB	""
19721	1334	AAHuron Business Professionals of America	""
19743	1337	CCMU - Navy with Maize	""
20113	1352	polo	""
20272	1360	keg day	""
20552	1371	Fennelly's Irish Pub	Irish Green LAT women's shirts. Heather Irish Gildan 64000 shirts.
20564	1376	Atlas Obscura Apparel Order	Black Apparel: Anvil crew necks  American Apparel 2001 / 2102 crew necks  American Apparel 2456 v-necks  Gildan pullovers  American Apparel pullovers  American Apparel Zippered hoodies  and provided posters.
20578	1378	Wedding shirts	""
20608	1381	Ebowe	Ebowe
21030	1395	Detroit Draft Divas	White and pink Gildan 2000 and 2000L + 8600L.
21110	1401	Arruda Orthodontics Flaming Skull	""
21112	1402	Wayne Jetskis 2011	""
21235	1413	G-Boyz Jerseys	Reversible orange and white uniforms (jerseys and shorts) + shooting shirts.
21480	1416	Ann Arbor Adventure Club II	Yellow Haze and White Gildan 2000  2000L t-shirts with shared front print and unique name on back.
21531	1423	captain retirement	""
21622	1439	Hats	Black hats with
21731	1453	Screen Printed	Screen printed logo on left chest.
21768	1456	Awol Retro Tee	""
21984	1464	Team Angelo	""
20095	1469	Twitter	Daisy  Azalea  and Stone Blue shirts.
20095	1470	Amazin' Grace	Ash  Serene Green  and Charcoal shirts.
22176	1484	Purple Shirts	Black ink.
22176	1485	Black Shirts	Purple Ink.
21748	1486	White Lettering	White Lettering
21748	1487	Black Lettering	Black Lettering
22319	1499	T-shirt Tab	Tab from last year + premier.
22503	1523	Johnston Family	Sapphire shirts.
22505	1524	Bachelorette Shirts  J Kerns	American Apparel V-necks.
22593	1532	Express Restoration and Construction	""
22658	1539	The Wedding Singer	""
22668	1544	Onesies	Onesies
22669	1547	Black Lettering	Black Lettering
22669	1546	White Lettering	White Lettering
22880	1552	AGD Tote Bags	""
22994	1558	Boner.	Boner.
22996	1559	BOner	BOner
22997	1560	Boner	Boner
23095	1569	Disney Cruise	Raglan baseball shirts with black sleeves and white chest.
23170	1583	Freaky Deaky: Rubin  Order 2 of 2	Freaky Deaky print: hoodies and tees. Billed to AmEx xxx...xxx1008
23352	1590	Black and White Ink	Orange shirts and Carolina Blue shirts.
23352	1591	Orange and White Ink	Black shirts.
23353	1592	Eastern SIP	""
23439	1603	Rockstarz T-shirts	Black Gildan 2000 and black black Bella Ladies' Sleeveless Spandex Slit-V neck.
23872	1633	Wedding Gift	Kornit print on Gildan 2000L shirts.
23874	1634	College of Engineering	Imprint: College of Engineering
23874	1635	Asian Languages and Cultures	Imprint: Asian Languages and Cultures
23874	1636	Atmospheric  Oceanic  & Space Sciences	Imprint: Atmospheric  Oceanic
23874	1637	Biomedical Engineering	Imprint: Biomedical Engineering
