Order ID	Job ID	Job Name	Job Description	Proof Image URL

61018	19324	Hoody	""
61025	19336	RFQ 1503-LPD-265	Orange Print on Front and Back
61050	19392	Sample Deposit	""
61058	19404	Gold/ White Applique	"Soll
-Inside Color (Gold)
-Border Color (White)"
61062	19409	No print	""
60847	19411	Hillcrest Sod Farms 2015 No print	No Print
61073	19431	Grommeted Sample Size Set	""
61074	19433	Blank shirts	""
61113	19498	"10"" x 12"" Outline"	"Shirts with a 10"" x 12"" outline on them for model shoot."
61113	19500	"14"" x 16"" Outline"	"Shirts with a 14"" x 16"" outline on them for model shoot."
61113	19506	Pants & Shorts	""
61113	19512	Left Chest Prints	""
61118	19515	Blank Samples	""
61113	19526	Miscellaneous	""
61127	19531	Blank Tees	""
61141	19570	Hats - Blank	Blank hats
61152	19584	Blank Shirt Shipped	""
61168	19616	Blanks	""
61196	19655	Hockey Cleaning	""
61200	19660	Blank Shirt	""
61219	19694	Hockey Cleaning (Clark)	""
61258	19779	Blanks	""
61274	19801	Blank shirt. No decoration.	""
61304	19859	Exposure Unit	""
61320	19883	Sayre Elementary Samples (NO PRINT)	""
61327	19891	Blank Bags	""
61338	19912	Blank Hat	""
61394	19993	Hat	""
61402	20009	Blank Tees	""
61433	20056	No print [bring to George]	""
61509	20194	Sample	""
61450	20084	Army Tactical Beanie	""
61455	20092	ThoughtWorks Samples	Blank samples being shipped to ThoughtWorks for consideration - no print needed.
61495	20170	Blank Hoodie	""
61513	20198	Adamcheck Tank Samples	Blank tank samples for Adamcheck
61524	20211	Blank Hat	""
61526	20213	Blank shirt. No decoration.	""
61531	20219	Blank shirt. No decoration.	""
61532	20220	Blank Chef's Coat--BRING TO FRONT	""
61538	20228	Unisex Tanks	Elise is making the print file and printing these herself.
61540	20250	Additional Garments Blank	""
61570	20284	No Decoration - Blank	""
61585	20310	Blank samples [no print  bring to front]	""
61597	20323	SAMPLE (Pretreat test)	""
61604	20333	BLANK APPAREL	""
61608	20341	Blank shirt. No decoration.	""
61639	20389	Blank shirt. No decoration.	""
61641	20391	SAMPLE LEAVE FOR YPSI	""
61713	20495	Blanks - Bring to Nate	""
61673	20439	Rich's stuff BLANK	""
61675	20441	Blank sample - bring to front	""
61710	20493	Blanks (Bring up front)	""
61734	20538	Blanks - bring to George	""
61735	20539	Graphic design art creation fee	""
61749	20573	blanks	""
61753	20577	CAYMAN SAMPLES--BRING TO FRONT	""
61755	20583	Tanks	""
61768	20599	Blankwatch [no print]	""
61789	20635	Hockey Cleaning (6/22/15)	""
61810	20681	Blank Tees (BRING TO FRONT)	""
61812	20683	Blank Tees BRING TO JACK	""
61814	20685	Kenny will decide	something that will look good on a pair of forest green sweatpants
61841	20740	Blank shirts (Bring to Rich)	""
61837	20727	Pretreat Test--Bring To Grace	""
61840	20739	SAMPLE (SHIP)	""
61852	20752	Blank Long Sleeves--Bring to Front	""
61853	20753	Fam Reunion	""
61882	20808	Blanks (Bring to Rich)	""
61885	20812	Cotton Tees	""
61894	20825	Blank Hats--Bring to Front	""
61897	20832	Polos	""
61897	20833	Cotton Tees	""
61900	20837	Blank	""
61905	20844	Blank Apparel--Bring to Jack	""
61907	20847	Ypsi Heart T-shirt	""
61913	20852	Sample Tote -	""
61914	20853	Sample Tote - No Decoration - Bring to Sales	""
61921	20865	Sample(Ship)	""
61931	20875	Family Disney Trip Infant	""
61931	20876	Family Disney Trip Youth	""
61931	20879	Family Disney Trip Adult	""
61933	20881	Blank Long Sleeve--BRING TO FRONT	""
61859	20909	Hats Blanks	Blanks
61950	20911	"Blanks +(NUMBER - Champ - 8"" - White)"	""
61953	20915	Hockey Cleaning	""
61955	20917	Retail Tanks	""
61950	20919	"Blanks +(NUMBER - Champ - 8"" - Black)"	""
61958	20923	Hockey Cleaning	""
61970	20937	Hockey Cleaning	""
61985	20962	T-shirt	""
61987	20964	Superman Polos	""
62008	20993	Blank Tees	""
62010	20997	Hat	""
62020	21015	Black Tees [BLANK]	No prints
62027	21027	Tees	""
62040	21041	Blanks (bring to rich)	""
62046	21047	Hockey Cleaning	""
62059	21079	Blanks	""
62060	21080	Blanks	""
62063	21084	Blanks	""
62067	21088	Hockey Cleaning	""
62070	21092	Cleaning	""
62082	21111	Socks	""
62083	21112	Polo	""
62085	21116	Cotton Tees	White Ink
62087	21118	Navy T-shirts	"Front  chrome yellow: Stadium Market
tel: (734) 761-9650
Liquor Beer Fine Wine Pizza Catering"
62088	21119	Hockey Cleaning	""
62095	21132	Samples	""
62129	21194	Blank Tee	""
62130	21195	Blank Tees	""
62136	21202	Blank Tees	""
62145	21213	Hoodies [In Harold Fair  Jr. Red Tee Modified Reorder]	""
62156	21244	Blank Tank Samples	""
62181	21283	Blank Sweatpants	""
62184	21286	Mustache Can (50 sheets)	""	http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/29221/mustachecan.JPG
62184	21289	Stamp (8 sheets)	""	http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/29223/stamp.JPG
62184	21291	Worlds Fair (50 sheets)	""	http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/29225/worldfair.JPG
62188	21295	Sample	""
62191	21299	Keep Calm Ranger (13 sheets)	""	http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/29229/keepcalmawesome.JPG
62191	21300	Keep Calm Totally Awesome (13 sheets)	""	http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/29231/keepcalmranger.JPG
62195	21306	Detroit Vibe Tribe 2015 Sample (no decoration)	""
62203	21321	Vulfpeck Samples	""
62209	21327	Equipment Sanitizing	""
62214	21335	1/2 of Additional Money for Tees	""
62216	21339	1/2 Payment for Tees	""
62218	21342	1/2 Payment for Tees  Full for Hoodies	""
62219	21343	Hoodies	""
62244	21375	Shirts	""
62193	21385	Additional Tee (job 1)	""
62193	21386	Additional Tee (job 2)	""
62252	21398	Performance Tees	""
62253	21399	Hockey Gear	""
62261	21407	Dark Tees/Light Ink	""
62263	21411	Blanks	""
62271	21421	Blank Retail Tees	""
62211	21422	Floral Design	""
62275	21429	Equipment	""
62295	21465	Navy Tees	""
62296	21466	Band Cover	""
62190	21469	Hat	""
62190	21472	Polo Sample	""
62300	21474	Blanks	""
62301	21475	Sample bring to Rich	""
62306	21483	Blank Tees	""
62308	21485	RETAIL--Honors College Tee	""
62318	21502	Brides Mate Tank Sample	""
62324	21511	Mr. Stadium Samples	""
62348	21551	Blanks	""
62351	21554	Tanks	""
62353	21559	Blanks	""
62354	21560	Applique Samples	Kenny Knows
62363	21575	Hockey Gear	""
62373	21588	Bag	""
62378	21593	The Eye Gallery Shoes	""
62380	21601	Blanks	""
62385	21608	Grey Crewneck	""
62389	21613	Hockey Sanitizing	""
62539	21855	Hockey Sanitation	""
62392	21619	Tees	""
62396	21623	sample	""
62413	21659	Cotton Tees	""
62414	21660	Safety Pink Cotton Tees	""
62416	21667	Blanks	""
62439	21700	Hockey Cleaning	""
62440	21701	Blanks	""
62445	21707	Blanks	""
62448	21710	Blank shirt	""
62449	21711	Samples	""
62451	21713	Blank Samples	""
62455	21717	Blanks	""
62462	21726	Blank - For Will	""
62465	21730	Blanks	""
62466	21731	Jerseys	""
62466	21732	Shorts (Blank)	""
62468	21734	Blanks	""
62476	21747	Transfer making	""	http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/29991/JMOMS_BACK.JPG	http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/29993/jmoms_front.JPG
62477	21748	Blanks Bring to Rich	""
62481	21756	Banks	""
62480	21754	Hockey Gear	""
62478	21751	"Canton Lion Apparel
Polos"	""
62478	21752	Canton Lion Apparel Hats/Visors	""
62482	21757	Free Shoes	""
62485	21761	Blanks	""
62487	21764	Canton Lion Apparel Add on	""
62489	21769	Blanks	""
62498	21784	Orange Shirts Blanks (bring to front)	""
62499	21785	Assorted Garments	""
62508	21799	ThoughtWorks Ladies V-neck Samples	Blank samples shipped to ThoughtWorks
62511	21802	Blanks	Blank black Gildan 2000s
62532	21846	Pop A Lock Ann Arbor	""
62534	21848	Blanks Bring to Rich	""
62351	21862	Monogram Gold Print	""
62551	21875	Blank Scrubs	No decoration
62572	21900	T-shirts	""
62585	21918	Custom art	""
62599	21939	Blanks	""
62602	21943	Hockey Gear	customer provided
62607	21949	Custom art - No print	""	http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/30401/Fady_CUSTOM_DRAWING_3.png
62570	21987	Additional Garment	""
62627	21985	Various fleece samples from Aug 17	""
62635	21999	Blanks	""
62636	22001	Rush Fee Addition	Customer wanted to make job a rush after the order was already placed.
62644	22014	Canton Lion Apparel Polo (COACH MATUSIK)	""
62645	22015	Canton Lion Apparel reorder Hats	""
62662	22048	Wicking Polos - Blank	Blank samples
62748	22199	TFWFC Samples (Bring to Rich)	""
62751	22202	Samples	""
62777	22241	Garments FWB	""
62789	22260	Samples	""
62847	22359	Maze T-shirts	""
62847	22360	Y T-shirts	""
62858	22535	Super Sexy Messenger Bag	""
62867	22383	Shoes	""	http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/31061/Rich_Dama_SAMPLES_PHI_RHO_ALPHA_3Q.jpg
62876	22396	Equipment	""
62880	22401	Samples/Blanks (bring to rich)	""
62881	22402	"Turnkey Softball  Unique Back (2.5"" x 14"" full block black  8' champ black)"	""
62892	22414	Shoes	""
62921	22506	Shirt Samples--BLANK	""
62931	22522	Blank Samples (bring to Rich)	""
62932	22523	Royal Blue Totes	-Blank-
62858	22540	Super Sexy Tote	""
62943	22542	"Players Shirts [TR (Varsity  Custom Transfer Express Chrome  2"")]"	""
62943	22543	"Players Shorts [TR (Varsity  Custom Transfer Express Chrome  2"")]"	""
62943	22544	Coach Shirt	""
62943	22545	Coach Shorts	""
62948	22550	Blanks-Bring to Rich	""
63000	22635	Assorted Gildan 2000	""
63001	22636	Blank Jackets	""
63010	22649	Adult Next Level Dark Heather Tees	""
63024	22671	pants	""
63067	22730	blanks	""
63079	22767	T-shirts	""
63098	22801	Equipment Sanitizing	Inc. 2 Goalie pads
63100	22806	Hats	""
63100	22810	1/4 Zip	""
63100	22811	Shorts	""
63100	22812	Polly T's	""
63109	22823	Gildan 5000 Adult Tees  White Ink	""
63113	22828	BLANKS! Bring to Brad	""
63114	22830	Samples	""
63131	22854	Credit	""
63138	22865	Remake Tee	""
63140	22867	Hockey Jersey (Customer Prov.)	""
63141	22868	Hilltop Property Services BLANKS	""
63144	22872	Hockey Gear (Red  White  Blue Bag)	""
63154	22888	Wicking Blank Samples (bestow upon Brad)	""
63192	22964	Hoodies (Black Heather	Jerzees 4997
63212	23004	blank	""
63216	23010	Black Bag	""
63219	23013	Royal Mesh Wicking Tee	""
63221	23016	White/Black Bowling Shirts	""
63228	23025	Orange Tee	""
63229	23028	Work Shirt	""
63232	23033	Sample Small Tee	""
63268	23076	Assorted Wicking Tees	""
62950	23100	BLANKS	""
63284	23104	EMU Shoes	""
